,CustomerID,InvoiceNo,CountryType,Quantity,Weekday,Hour,cluster0,cluster1,cluster2,cluster3,cluster4,cluster5,sum,Delivery_Charges,Extra_Charges,Other Purchases,AvgPricePerInvoice,AvgQuantityPerInvoice,AvgDeliveryPerInvoice,AvgExtraChargePerInvoice,AvgOtherPurchasePerInvoice,FirstPurchase,LastPurchase,AvgDaysPerInvoice,DaysSinceLastPurchase,RegisteredMember
10,12358,2,0,242,2.0,10.0,0.0,19.9,214.20000000000002,122.75999999999999,571.2,0.0,928.06,240,0,240,464.03,121.0,120.0,0.0,120.0,2011-07-12 10:04:00,2011-12-08 10:26:00,74,1,1
11,12359,4,0,1597,2.25,12.5,447.05,1314.0,1242.45,2068.05,1188.0800000000002,15.0,6274.629999999999,0,0,0,1568.6574999999998,399.25,0.0,0.0,0.0,2011-01-12 12:43:00,2011-10-13 12:47:00,68,57,1
12,12360,3,0,1156,1.6666666666666667,11.333333333333334,350.41999999999996,316.99999999999994,526.1700000000001,840.9300000000001,267.53999999999996,0.0,2302.0599999999995,360,0,360,767.3533333333331,385.3333333333333,120.0,0.0,120.0,2011-05-23 09:43:00,2011-10-18 15:22:00,49,51,1
13,12361,1,0,90,4.0,13.0,23.4,33.0,19.8,75.30000000000001,23.4,0.0,174.90000000000003,15,0,15,174.90000000000003,90.0,15.0,0.0,15.0,2011-02-25 13:51:00,2011-02-25 13:51:00,0,286,1
14,12362,10,0,2197,2.6,11.9,811.28,930.9900000000001,1100.11,1290.0900000000001,604.76,0.0,4737.2300000000005,489,0,489,473.72300000000007,219.7,48.9,0.0,48.9,2011-02-17 10:30:00,2011-12-06 15:40:00,29,2,1
15,12363,2,0,408,0.0,11.5,76.98000000000002,69.36,267.66,85.8,52.199999999999996,0.0,552.0,0,0,0,276.0,204.0,0.0,0.0,0.0,2011-04-11 13:29:00,2011-08-22 10:18:00,66,109,1
16,12364,4,0,1499,4.25,14.0,246.72,179.79999999999998,244.79999999999998,203.94,332.84000000000003,0.0,1208.1,115,0,105,302.025,374.75,28.75,0.0,26.25,2011-08-19 15:24:00,2011-12-02 10:22:00,26,7,1
17,12365,1,0,173,0.0,13.0,32.0,42.6,72.55000000000001,113.39000000000001,60.15,0.0,320.69,0,0,0,320.69,173.0,0.0,0.0,0.0,2011-02-21 13:51:00,2011-02-21 13:51:00,0,290,1
18,12367,1,0,172,0.0,16.0,44.099999999999994,27.0,12.6,33.9,33.3,0.0,150.9,18,0,18,150.9,172.0,18.0,0.0,18.0,2011-12-05 16:48:00,2011-12-05 16:48:00,0,3,1
19,12370,4,0,2349,2.5,11.75,542.77,998.7300000000001,553.1,842.28,485.05999999999995,0.0,3421.9400000000005,137,0,130,855.4850000000001,587.25,34.25,0.0,32.5,2010-12-14 12:58:00,2011-10-19 14:51:00,77,50,1
20,12371,1,0,582,1.0,10.0,432.42,181.86,133.09000000000003,715.79,64.8,0.0,1527.9600000000003,0,0,0,1527.9600000000003,582.0,0.0,0.0,0.0,2011-10-11 10:43:00,2011-10-11 10:43:00,0,59,1
21,12372,3,0,788,2.3333333333333335,11.333333333333334,204.3,118.08,314.1,326.58000000000004,232.98,0.0,1196.04,102,0,102,398.68,262.6666666666667,34.0,0.0,34.0,2011-02-16 12:46:00,2011-09-29 12:12:00,74,71,1
22,12373,1,0,196,1.0,13.0,0.0,234.0,19.8,70.80000000000003,0.0,0.0,324.6,40,0,40,324.6,196.0,40.0,0.0,40.0,2011-02-01 13:10:00,2011-02-01 13:10:00,0,310,1
23,12374,1,0,339,0.0,15.0,212.34,19.92,83.1,277.12,30.45,0.0,622.93,120,0,120,622.93,339.0,120.0,0.0,120.0,2011-11-14 15:37:00,2011-11-14 15:37:00,0,24,1
24,12375,2,0,176,2.5,12.0,0.0,295.90000000000003,0.0,81.60000000000001,0.0,0.0,377.5000000000001,80,0,80,188.75000000000006,88.0,40.0,0.0,40.0,2011-09-02 14:23:00,2011-11-29 10:36:00,43,10,1
25,12377,2,0,942,2.0,12.0,72.9,88.5,407.34000000000003,711.8400000000001,267.54,0.0,1548.12,80,0,80,774.06,471.0,40.0,0.0,40.0,2010-12-20 09:37:00,2011-01-28 15:45:00,19,314,1
26,12378,1,0,2529,1.0,10.0,745.98,405.21,1116.48,884.96,855.99,0.0,4008.6200000000013,0,0,0,4008.6200000000013,2529.0,0.0,0.0,0.0,2011-08-02 10:34:00,2011-08-02 10:34:00,0,129,1
27,12379,2,0,402,1.0,13.0,45.3,204.74000000000004,267.19999999999993,158.30000000000004,101.69999999999999,0.0,777.24,75,0,75,388.62,201.0,37.5,0.0,37.5,2011-06-22 16:32:00,2011-09-19 10:09:00,44,81,1
28,12380,4,0,1110,3.0,12.0,254.64000000000001,980.87,311.1,658.2,203.20000000000002,19.8,2427.81,297,0,297,606.9525,277.5,74.25,0.0,74.25,2011-06-07 09:49:00,2011-11-18 11:27:00,41,21,1
29,12381,3,0,797,3.3333333333333335,11.333333333333334,307.61999999999995,230.31000000000003,262.95,551.75,107.18,15.0,1474.81,360,0,360,491.6033333333333,265.6666666666667,120.0,0.0,120.0,2011-08-12 09:57:00,2011-12-05 12:44:00,38,4,1
30,12383,5,0,1518,2.0,11.6,80.4,242.27999999999997,550.28,562.32,193.28,0.0,1628.56,222,0,222,325.712,303.6,44.4,0.0,44.4,2010-12-22 14:28:00,2011-06-08 08:02:00,33,184,1
31,12384,2,0,122,3.0,9.5,76.38,67.94,63.9,164.85000000000005,52.2,0.0,425.27,160,0,160,212.635,61.0,80.0,0.0,80.0,2011-08-10 11:23:00,2011-11-11 08:39:00,46,28,1
32,12386,2,0,354,2.5,10.5,0.0,68.0,96.6,189.60000000000002,47.7,0.0,401.90000000000003,0,0,0,200.95000000000002,177.0,0.0,0.0,0.0,2010-12-08 09:53:00,2011-01-06 12:37:00,14,337,1
33,12388,6,0,1462,2.3333333333333335,12.5,439.58000000000004,714.62,309.5,642.8000000000001,674.1600000000001,0.0,2780.6600000000008,0,0,40,463.44333333333344,243.66666666666666,0.0,0.0,6.666666666666667,2011-01-17 11:12:00,2011-11-24 12:30:00,51,15,1
34,12390,1,0,350,2.0,9.0,44.4,50.43,105.3,168.63,136.07999999999998,0.0,504.84000000000003,45,0,45,504.84000000000003,350.0,45.0,0.0,45.0,2011-09-21 09:33:00,2011-09-21 09:33:00,0,79,1
35,12391,1,0,293,4.0,12.0,122.4,124.58000000000001,29.58,101.48000000000002,58.32,3.3,439.65999999999997,0,0,0,439.65999999999997,293.0,0.0,0.0,0.0,2011-11-18 12:07:00,2011-11-18 12:07:00,0,21,1
36,12393,4,0,816,2.75,11.0,271.8,679.1000000000001,86.75,453.95000000000005,91.0,0.0,1582.6000000000001,0,0,0,395.65000000000003,204.0,0.0,0.0,0.0,2011-01-11 09:47:00,2011-09-28 15:41:00,65,71,1
37,12394,2,0,808,4.0,11.0,41.10000000000001,184.32,423.32000000000005,388.5400000000001,43.2,0.0,1080.48,192,0,192,540.24,404.0,96.0,0.0,96.0,2011-05-06 14:01:00,2011-10-07 08:08:00,76,63,1
38,12395,12,0,2097,3.0,14.416666666666666,395.75,486.37000000000006,670.61,977.3600000000001,152.54,0.0,2682.63,336,0,336,223.5525,174.75,28.0,0.0,28.0,2010-12-03 16:35:00,2011-11-20 15:21:00,29,18,1
39,12397,2,0,1250,3.0,11.5,361.87,423.76,293.62,876.52,259.13,0.0,2214.8999999999996,195,0,195,1107.4499999999998,625.0,97.5,0.0,97.5,2011-07-27 14:21:00,2011-11-04 09:52:00,49,35,1
40,12398,1,0,1389,1.0,10.0,271.02000000000004,198.76,314.14000000000004,596.7800000000001,54.959999999999994,0.0,1435.6599999999999,200,0,200,1435.6599999999999,1389.0,200.0,0.0,200.0,2011-10-25 10:27:00,2011-10-25 10:27:00,0,45,1
41,12399,4,0,1173,2.5,11.25,159.6,295.9,91.79999999999998,254.35999999999999,231.99,0.0,1033.65,75,0,75,258.4125,293.25,18.75,0.0,18.75,2011-03-23 09:42:00,2011-08-12 13:15:00,35,118,1
42,12401,1,0,10,2.0,13.0,0.0,0.0,10.95,40.5,17.85,0.0,69.3,15,0,15,69.3,10.0,15.0,0.0,15.0,2011-02-09 13:50:00,2011-02-09 13:50:00,0,302,1
43,12402,1,0,92,3.0,13.0,0.0,78.0,21.6,78.30000000000001,17.700000000000006,0.0,195.60000000000002,30,0,30,195.60000000000002,92.0,30.0,0.0,30.0,2011-01-20 13:49:00,2011-01-20 13:49:00,0,322,1
44,12403,1,0,94,4.0,10.0,0.0,0.0,0.0,381.8,9.9,0.0,391.7,36,0,36,391.7,94.0,36.0,0.0,36.0,2011-10-21 10:51:00,2011-10-21 10:51:00,0,49,1
45,12405,1,0,849,3.0,8.0,183.42000000000002,181.83000000000004,373.8900000000001,432.5999999999999,218.65000000000003,0.0,1390.3900000000006,320,0,320,1390.3900000000006,849.0,320.0,0.0,320.0,2011-07-14 08:52:00,2011-07-14 08:52:00,0,148,1
46,12406,2,0,1818,3.0,14.5,214.68,446.7,1026.04,1342.08,385.80000000000007,0.0,3415.3000000000006,0,0,0,1707.6500000000003,909.0,0.0,0.0,0.0,2011-06-09 10:23:00,2011-11-17 19:22:00,80,21,1
47,12407,5,0,1403,3.0,12.0,114.48000000000002,27.96,165.60000000000002,1103.65,95.43,0.0,1507.12,201,0,201,301.424,280.6,40.2,0.0,40.2,2011-03-20 13:21:00,2011-10-21 10:11:00,42,49,1
48,12408,5,0,1391,2.8,12.0,338.4,536.81,639.0,913.0000000000002,191.34,0.0,2618.5500000000006,270,0,270,523.7100000000002,278.2,54.0,0.0,54.0,2011-03-24 14:46:00,2011-11-07 12:27:00,45,32,1
49,12409,3,0,5551,3.0,12.0,1365.48,1568.4399999999998,2995.4000000000005,2998.4399999999996,2144.9100000000003,0.0,11072.67,0,0,0,3690.89,1850.3333333333333,0.0,0.0,0.0,2011-06-10 12:19:00,2011-09-22 10:38:00,34,78,1
50,12410,2,0,207,4.0,10.0,17.700000000000006,102.0,149.78,57.3,206.55,0.0,533.3299999999999,160,0,160,266.66499999999996,103.5,80.0,0.0,80.0,2011-02-04 10:38:00,2011-02-04 10:39:00,0,308,1
51,12412,3,0,824,1.0,11.333333333333334,170.70000000000002,95.75999999999999,149.28,583.14,144.0,0.0,1142.88,84,0,84,380.96000000000004,274.6666666666667,28.0,0.0,28.0,2011-06-23 13:51:00,2011-09-26 10:16:00,31,74,1
52,12413,3,0,282,3.3333333333333335,13.333333333333334,26.85,238.1,188.10000000000002,142.9,90.15,0.0,686.1000000000001,72,0,72,228.70000000000005,94.0,24.0,0.0,24.0,2011-01-06 16:12:00,2011-10-04 09:00:00,90,66,1
53,12414,3,0,297,2.3333333333333335,12.333333333333334,7.56,46.80000000000001,39.6,62.25,286.20000000000005,0.0,442.41,120,0,120,147.47,99.0,40.0,0.0,40.0,2011-02-02 14:51:00,2011-05-06 14:51:00,31,216,1
54,12415,20,0,74716,2.05,11.95,26639.8,19720.690000000002,26124.83,31485.160000000003,16089.269999999999,488.16,120547.91000000003,0,0,0,6027.395500000001,3735.8,0.0,0.0,0.0,2011-01-06 11:12:00,2011-11-15 14:22:00,15,23,1
55,12417,9,0,1527,2.6666666666666665,13.333333333333334,550.64,531.07,629.83,1193.5100000000002,321.05,0.0,3226.1,433,0,423,358.4555555555555,169.66666666666666,48.111111111111114,0.0,47.0,2010-12-17 11:51:00,2011-12-06 14:52:00,39,2,1
56,12418,1,0,407,4.0,11.0,10.5,20.16,117.74999999999999,272.63,232.54000000000008,15.0,668.5799999999998,0,0,0,668.5799999999998,407.0,0.0,0.0,0.0,2011-08-19 11:08:00,2011-08-19 11:08:00,0,112,1
57,12420,1,0,345,4.0,8.0,44.099999999999994,156.54000000000002,111.75000000000001,208.5,79.5,0.0,600.3900000000001,0,0,0,600.3900000000001,345.0,0.0,0.0,0.0,2011-10-07 08:55:00,2011-10-07 08:55:00,0,63,1
58,12421,4,0,478,2.75,11.75,87.30000000000001,105.38000000000001,167.46,202.79,76.11000000000001,0.0,639.0400000000001,168,0,168,159.76000000000002,119.5,42.0,0.0,42.0,2011-01-24 15:09:00,2011-11-24 09:07:00,75,15,1
59,12422,3,0,367,2.0,10.333333333333334,14.75,522.9000000000001,93.06,42.650000000000006,10.2,0.0,683.56,120,0,120,227.85333333333332,122.33333333333333,40.0,0.0,40.0,2011-01-19 09:13:00,2011-09-05 09:48:00,76,95,1
60,12423,8,0,1324,1.5,9.875,341.06,349.63000000000005,316.61,514.3000000000001,112.71000000000001,0.0,1634.3100000000002,225,0,225,204.28875000000002,165.5,28.125,0.0,28.125,2010-12-21 10:54:00,2011-12-09 10:10:00,44,0,1
61,12424,2,0,740,3.0,12.0,57.96,0.0,590.5,466.34999999999997,646.1500000000001,0.0,1760.9600000000003,0,0,0,880.4800000000001,370.0,0.0,0.0,0.0,2011-06-30 12:06:00,2011-06-30 12:06:00,0,162,1
62,12425,1,0,496,3.0,17.0,76.26,173.14000000000001,245.60000000000005,264.8,17.4,0.0,777.1999999999999,0,0,0,777.1999999999999,496.0,0.0,0.0,0.0,2011-09-22 17:31:00,2011-09-22 17:31:00,0,77,1
63,12426,1,0,254,6.0,12.0,25.9,75.60000000000001,210.60000000000002,104.85000000000002,93.78,0.0,510.72999999999996,72,0,72,510.72999999999996,254.0,72.0,0.0,72.0,2011-05-29 12:26:00,2011-05-29 12:26:00,0,194,1
64,12427,3,0,526,2.6666666666666665,11.0,123.21000000000001,29.200000000000003,17.700000000000006,336.76,192.92999999999998,0.0,699.8000000000001,126,0,126,233.26666666666668,175.33333333333334,42.0,0.0,42.0,2010-12-03 10:44:00,2011-11-18 08:56:00,116,21,1
65,12428,8,0,3501,1.75,11.25,1080.2200000000003,1382.48,1371.32,1402.68,1093.5600000000004,35.4,6365.66,1000,0,1010,795.7075,437.625,125.0,0.0,126.25,2011-03-01 09:33:00,2011-11-14 08:22:00,32,25,1
66,12429,4,0,1538,1.5,13.0,411.52,270.2,1171.02,728.0000000000001,807.6600000000001,0.0,3388.4,362,0,362,847.1,384.5,90.5,0.0,90.5,2010-12-09 12:05:00,2011-11-30 17:22:00,89,8,1
67,12430,1,0,116,3.0,15.0,47.8,76.44,17.4,25.20000000000001,49.56,0.0,216.4,40,0,40,216.4,116.0,40.0,0.0,40.0,2011-10-27 15:09:00,2011-10-27 15:09:00,0,42,1
68,12431,15,0,2889,2.933333333333333,11.333333333333334,2153.87,768.94,1881.3700000000006,987.3400000000001,523.4300000000001,0.0,6314.950000000001,105,0,105,420.9966666666667,192.6,7.0,0.0,7.0,2010-12-01 10:03:00,2011-11-04 11:55:00,22,35,1
69,12432,4,0,1800,2.0,12.0,523.4,728.52,1232.19,1185.75,674.4599999999999,15.0,4359.320000000001,0,0,0,1089.8300000000002,450.0,0.0,0.0,0.0,2011-06-20 13:27:00,2011-10-28 11:43:00,32,42,1
70,12433,7,0,11071,3.0,12.428571428571429,973.7400000000001,1825.34,3786.6800000000003,3630.2700000000004,3159.8400000000006,0.0,13375.870000000003,0,0,0,1910.8385714285719,1581.5714285714287,0.0,0.0,0.0,2010-12-01 13:24:00,2011-12-09 10:02:00,53,0,1
71,12434,2,0,394,3.5,12.5,45.0,207.92000000000002,132.85000000000002,211.3,209.07,0.0,806.1399999999999,0,0,0,403.06999999999994,197.0,0.0,0.0,0.0,2011-03-24 13:05:00,2011-09-16 12:38:00,87,84,1
72,12435,2,0,2055,2.5,8.0,904.8,3153.5500000000006,1622.3400000000001,877.1999999999999,1272.0,0.0,7829.890000000001,0,0,0,3914.9450000000006,1027.5,0.0,0.0,0.0,2011-03-17 07:40:00,2011-09-21 09:06:00,94,79,1
73,12436,1,0,209,3.0,12.0,0.0,0.0,81.96000000000001,233.39999999999995,113.65,0.0,429.01,80,0,80,429.01,209.0,80.0,0.0,80.0,2011-09-01 12:09:00,2011-09-01 12:09:00,0,99,1
74,12437,18,0,2894,2.6666666666666665,13.0,345.9,398.03999999999996,1317.6999999999998,1329.22,1056.5500000000002,0.0,4447.409999999999,504,0,504,247.07833333333326,160.77777777777777,28.0,0.0,28.0,2011-01-12 14:13:00,2011-12-08 11:35:00,18,1,1
75,12438,2,0,1169,4.0,13.0,231.12,215.08000000000004,686.0900000000001,900.98,433.58000000000004,0.0,2466.85,440,0,440,1233.425,584.5,220.0,0.0,220.0,2011-07-22 13:29:00,2011-11-25 13:28:00,62,13,1
76,12441,1,0,120,2.0,10.0,36.0,0.0,0.0,15.0,104.55000000000003,0.0,155.55,18,0,18,155.55,120.0,18.0,0.0,18.0,2010-12-08 10:45:00,2010-12-08 10:45:00,0,366,1
77,12442,1,0,181,1.0,14.0,10.5,0.0,75.47999999999999,0.0,58.08000000000002,0.0,144.06,28,0,28,144.06,181.0,28.0,0.0,28.0,2011-12-06 14:22:00,2011-12-06 14:22:00,0,2,1
78,12444,5,0,1130,2.4,11.2,478.33,895.55,587.1100000000001,1625.06,499.40999999999997,0.0,4085.4599999999996,938,0,920,817.0919999999999,226.0,187.6,0.0,184.0,2011-06-21 14:00:00,2011-11-18 13:23:00,29,20,1
79,12445,1,0,60,3.0,18.0,60.0,0.0,0.0,0.0,17.4,0.0,77.4,56,0,56,77.4,60.0,56.0,0.0,56.0,2011-11-17 18:43:00,2011-11-17 18:43:00,0,21,1
80,12446,1,0,351,3.0,12.0,40.5,362.30000000000007,267.54,180.37000000000003,151.60000000000002,0.0,1002.3099999999998,0,0,0,1002.3099999999998,351.0,0.0,0.0,0.0,2011-10-13 12:50:00,2011-10-13 12:50:00,0,57,1
81,12447,1,0,187,6.0,13.0,0.0,39.0,189.44,116.55,86.5,0.0,431.49,45,0,45,431.49,187.0,45.0,0.0,45.0,2011-04-10 13:25:00,2011-04-10 13:25:00,0,242,1
82,12448,1,0,240,2.0,13.0,81.5,85.98,74.88,96.44999999999999,26.64,0.0,365.4500000000001,91,0,84,365.4500000000001,240.0,91.0,0.0,84.0,2011-10-26 13:46:00,2011-10-26 13:46:00,0,43,1
83,12449,4,0,1523,3.5,11.5,323.04,733.3199999999999,1295.78,663.0200000000001,481.53000000000003,99.6,3596.29,471,0,471,899.0725,380.75,117.75,0.0,117.75,2011-06-05 15:37:00,2011-11-17 13:46:00,41,21,1
84,12450,2,0,128,4.0,14.0,35.16,117.42,15.3,0.0,30.0,0.0,197.88,0,0,0,98.94,64.0,0.0,0.0,0.0,2011-06-19 14:36:00,2011-07-06 14:41:00,8,155,1
85,12451,5,0,6574,2.4,11.0,1412.1200000000001,1783.3500000000001,1878.5100000000002,2223.81,1687.53,10.2,8995.519999999999,55,0,40,1799.1039999999998,1314.8,11.0,0.0,8.0,2011-01-19 09:05:00,2011-11-29 08:40:00,62,10,1
86,12452,1,0,181,2.0,8.0,64.97,15.0,59.400000000000006,97.6,111.60000000000001,0.0,348.5700000000001,2,0,2,348.5700000000001,181.0,2.0,0.0,2.0,2011-11-23 08:05:00,2011-11-23 08:05:00,0,16,1
87,12453,1,0,473,3.0,14.0,177.60000000000002,109.34,267.6,69.9,82.65,0.0,707.0899999999999,0,0,0,707.0899999999999,473.0,0.0,0.0,0.0,2011-07-28 14:08:00,2011-07-28 14:08:00,0,133,1
88,12454,1,0,1006,4.0,17.0,984.0,716.6400000000001,417.5,954.9999999999999,455.20000000000005,0.0,3528.34,0,0,0,3528.34,1006.0,0.0,0.0,0.0,2011-10-14 17:13:00,2011-10-14 17:13:00,0,55,1
89,12455,5,0,2084,2.4,11.8,442.70000000000005,812.1200000000001,399.53999999999996,302.20000000000005,383.30000000000007,0.0,2339.8599999999997,112,0,152,467.9719999999999,416.8,22.4,0.0,30.4,2011-02-16 09:56:00,2011-09-27 15:31:00,44,72,1
90,12456,3,0,1582,3.3333333333333335,12.666666666666666,328.66999999999996,392.76,497.05000000000007,787.82,495.53999999999996,19.8,2521.6400000000003,600,0,600,840.5466666666667,527.3333333333334,200.0,0.0,200.0,2011-03-30 09:12:00,2011-10-26 14:41:00,70,43,1
91,12457,6,0,835,2.0,13.0,103.01000000000002,551.59,674.9000000000001,464.73,234.0,15.0,2043.2299999999998,160,0,160,340.5383333333333,139.16666666666666,26.666666666666668,0.0,26.666666666666668,2011-04-14 18:57:00,2011-10-04 13:13:00,28,65,1
92,12458,2,0,502,1.5,12.5,234.9,174.26,77.16000000000001,250.92000000000002,50.160000000000004,0.0,787.4000000000002,160,0,160,393.7000000000001,251.0,80.0,0.0,80.0,2011-02-28 10:55:00,2011-09-29 15:25:00,106,70,1
93,12461,1,0,282,4.0,10.0,74.4,140.7,170.16000000000003,160.72,80.89999999999999,0.0,626.8800000000002,0,0,0,626.8800000000002,282.0,0.0,0.0,0.0,2011-07-08 10:23:00,2011-07-08 10:23:00,0,154,1
94,12462,2,0,527,1.0,11.5,50.04,287.08000000000004,141.33999999999997,404.08,55.05,0.0,937.5899999999999,252,0,252,468.79499999999996,263.5,126.0,0.0,126.0,2011-02-09 14:44:00,2011-11-21 09:11:00,142,18,1
95,12463,4,0,768,1.5,12.25,287.0,213.88,168.38,417.70000000000005,113.82,0.0,1200.7800000000002,144,0,144,300.19500000000005,192.0,36.0,0.0,36.0,2011-04-12 12:47:00,2011-10-17 13:44:00,47,52,1
96,12464,8,0,95,1.5,12.375,0.0,136.0,0.0,744.55,76.5,0.0,957.0500000000001,255,0,255,119.63125000000001,11.875,31.875,0.0,31.875,2011-02-03 13:30:00,2011-11-29 13:33:00,37,9,1
97,12465,2,0,475,2.0,14.5,206.8,77.9,246.85000000000002,98.14000000000001,52.5,0.0,682.19,60,0,60,341.095,237.5,30.0,0.0,30.0,2011-06-23 13:37:00,2011-11-22 16:34:00,76,16,1
98,12468,2,0,362,4.5,12.0,120.4,92.25,47.10000000000001,262.6000000000001,123.49000000000004,11.7,657.5400000000001,72,0,72,328.77000000000004,181.0,36.0,0.0,36.0,2011-01-27 13:29:00,2011-06-05 11:36:00,64,187,1
99,12471,27,0,7918,2.6296296296296298,11.37037037037037,2482.3100000000004,2739.3299999999995,2289.28,7828.940000000001,1414.41,59.400000000000006,16813.670000000002,1752,0,1752,622.7285185185186,293.25925925925924,64.88888888888889,0.0,64.88888888888889,2010-12-10 09:35:00,2011-12-07 15:43:00,13,1,1
100,12472,7,0,3984,2.7142857142857144,12.571428571428571,1493.66,647.9200000000001,837.9,1898.18,999.0500000000001,0.0,5876.71,504,0,504,839.53,569.1428571428571,72.0,0.0,72.0,2010-12-05 14:19:00,2011-11-07 14:01:00,48,31,1
101,12473,3,0,2394,1.3333333333333333,11.0,579.3100000000001,633.7800000000001,590.31,467.89000000000004,294.64,19.8,2585.73,288,0,288,861.91,798.0,96.0,0.0,96.0,2011-06-01 10:15:00,2011-10-17 11:27:00,46,53,1
102,12474,18,0,4717,2.0555555555555554,12.277777777777779,1214.9899999999998,1135.85,970.1199999999999,1821.3500000000001,1325.43,0.0,6467.74,630,0,630,359.31888888888886,262.05555555555554,35.0,0.0,35.0,2011-01-14 10:06:00,2011-11-22 14:39:00,17,16,1
103,12475,1,0,532,0.0,10.0,154.74,213.74999999999997,159.15,84.44,57.30000000000001,0.0,669.38,54,0,54,669.38,532.0,54.0,0.0,54.0,2011-10-17 10:10:00,2011-10-17 10:10:00,0,53,1
104,12476,11,0,2234,1.4545454545454546,12.0,710.51,821.4200000000001,1105.15,1838.1300000000003,947.06,0.0,5422.27,918,0,918,492.9336363636364,203.0909090909091,83.45454545454545,0.0,83.45454545454545,2010-12-13 14:39:00,2011-11-24 12:40:00,31,15,1
105,12477,6,0,3653,3.3333333333333335,10.833333333333334,1483.0699999999997,1829.9600000000003,4054.1399999999994,2762.3599999999997,3090.21,0.0,13219.739999999998,0,0,0,2203.2899999999995,608.8333333333334,0.0,0.0,0.0,2011-02-11 12:45:00,2011-11-17 09:51:00,46,22,1
106,12478,1,0,233,1.0,9.0,131.26999999999998,101.5,122.10000000000002,191.11999999999998,0.0,0.0,545.99,135,0,135,545.99,233.0,135.0,0.0,135.0,2011-12-06 09:56:00,2011-12-06 09:56:00,0,3,1
107,12479,1,0,382,0.0,13.0,70.74,123.19999999999999,40.8,112.85,125.61000000000001,0.0,473.2,54,0,54,473.2,382.0,54.0,0.0,54.0,2011-11-28 13:26:00,2011-11-28 13:26:00,0,10,1
108,12480,4,0,1685,3.0,14.0,628.54,393.06,518.46,1018.2700000000002,327.29999999999995,0.0,2885.63,403,0,396,721.4075,421.25,100.75,0.0,99.0,2011-01-07 15:27:00,2011-11-11 14:52:00,76,27,1
109,12481,10,0,3262,1.8,10.4,509.6,1151.86,1145.3400000000001,1584.76,612.26,0.0,5003.82,576,0,576,500.38199999999995,326.2,57.6,0.0,57.6,2010-12-09 10:13:00,2011-11-17 08:29:00,34,22,1
110,12483,8,0,1094,2.625,12.375,622.3,337.46000000000004,150.2,460.04000000000013,325.9800000000001,15.0,1910.9800000000002,574,0,574,238.87250000000003,136.75,71.75,0.0,71.75,2011-01-04 14:20:00,2011-11-22 17:02:00,40,16,1
